2025-01-05 13:36:53,878 - INFO - Starting evaluation with: n_estimators=10, learning_rate=0.05, max_depth=9, lambda_l1=0.001, lambda_l2=0.0202025-01-05 13:37:57,263 - INFO - Completed: n_estimators=10, learning_rate=0.05, max_depth=9, lambda_l1=0.0, lambda_l2=0.001, train_acc=0.2544, val_acc=0.2725, training_time=63.46s
2025-01-05 13:37:57,267 - INFO - Starting evaluation with: n_estimators=10, learning_rate=0.1, max_depth=9, lambda_l1=0.01, lambda_l2=0.22025-01-05 13:39:01,633 - INFO - Completed: n_estimators=10, learning_rate=0.1, max_depth=9, lambda_l1=0.01, lambda_l2=0.001, train_acc=0.4994, val_acc=0.4625, training_time=64.61s
2025-01-05 13:39:01,637 - INFO - Starting evaluation with: n_estimators=20, learning_rate=0.05, max_depth=9, lambda_l1=0.01, lambda_l2=02025-22025-01-05 13:41:11,340 - INFO - Completed: n_estimators=20, learning_rate=0.05, max_depth=9, lambda_l1=0.01, lambda_l2=0.0, train_acc=0.4988, val_acc=0.4600, training_time=130.14s
2025-01-05 13:41:11,344 - INFO - Starting evaluation with: n_estimators=20, learning_rate=0.1, max_depth=9, lambda_l1=0.01, lambda_l2=2025-022025-01-052025-01-05 13:43:25,343 - INFO - Completed: n_estimators=20, learning_rate=0.1, max_depth=9, lambda_l1=0.001, lambda_l2=0.01, train_acc=1.0000, val_acc=0.8250, training_time=134.72s
2025-01-05 13:43:25,346 - INFO - Starting evaluation with: n_estimators=50, learning_rate=0.05, max_depth=9, lambda_l1=0.22025-020252025-01-05 13:48:45,981 - INFO - Completed: n_estimators=50, learning_rate=0.05, max_depth=9, lambda_l1=0.01, lambda_l2=0.001, train_acc=1.0000, val_acc=0.8300, training_time=320.63s
2025-01-05 13:48:45,988 - INFO - Starting evaluation with: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.01, 2022025-02025-01-05 13:53:47,554 - INFO - Completed: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.01, lambda_l2=0.0, train_acc=1.0000, val_acc=0.8225, training_time=302.65s
01.48s
=302.11s
_time=56.83s
2025-01-05 13:37:50,743 - INFO - Task 8/108 completed with: n_estimators=10, learning_rate=0.05, max_depth=7, lambda_l1=0.001, lambda_l2=0.0, train_acc=0.2600, val_acc=0.2850, start_time=2025-01-05 13:36:53, end_time=2025-01-05 13:37:50, training_time=57.00s
2025-01-05 13:52:37,870 - INFO - Task 91/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=7, lambda_l1=0.0, lambda_l2=0.0, train_acc=1.0000, val_acc=0.8550, start_time=2025-01-05 13:47:42, end_time=2025-01-05 13:52:37, training_time=295.42s
2025-01-05 13:52:38,062 - INFO - Task 92/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=7, lambda_l1=0.0, lambda_l2=0.001, train_acc=1.0000, val_acc=0.8550, start_time=2025-01-05 13:47:42, end_time=2025-01-05 13:52:37, training_time=295.14s
2025-01-05 13:52:39,238 - INFO - Task 93/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=7, lambda_l1=0.0, lambda_l2=0.01, train_acc=1.0000, val_acc=0.8600, start_time=2025-01-05 13:47:42, end_time=2025-01-05 13:52:39, training_time=296.10s
2025-01-05 13:52:39,874 - INFO - Task 94/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=7, lambda_l1=0.01, lambda_l2=0.01, train_acc=1.0000, val_acc=0.8625, start_time=2025-01-05 13:47:46, end_time=2025-01-05 13:52:39, training_time=293.42s
2025-01-05 13:52:40,709 - INFO - Task 95/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=7, lambda_l1=0.001, lambda_l2=0.0, train_acc=1.0000, val_acc=0.8550, start_time=2025-01-05 13:47:44, end_time=2025-01-05 13:52:40, training_time=295.92s
2025-01-05 13:52:41,018 - INFO - Task 96/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=7, lambda_l1=0.001, lambda_l2=0.001, train_acc=1.0000, val_acc=0.8575, start_time=2025-01-05 13:47:45, end_time=2025-01-05 13:52:40, training_time=295.60s
2025-01-05 13:52:41,977 - INFO - Task 97/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=7, lambda_l1=0.01, lambda_l2=0.0, train_acc=1.0000, val_acc=0.8575, start_time=2025-01-05 13:47:46, end_time=2025-01-05 13:52:41, training_time=295.84s
2025-01-05 13:52:42,433 - INFO - Task 98/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=7, lambda_l1=0.01, lambda_l2=0.001, train_acc=1.0000, val_acc=0.8575, start_time=2025-01-05 13:47:46, end_time=2025-01-05 13:52:42, training_time=296.24s
2025-01-05 13:52:43,473 - INFO - Task 99/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=7, lambda_l1=0.001, lambda_l2=0.01, train_acc=1.0000, val_acc=0.8600, start_time=2025-01-05 13:47:45, end_time=2025-01-05 13:52:43, training_time=297.73s
2025-01-05 13:53:42,170 - INFO - Task 100/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.0, lambda_l2=0.001, train_acc=1.0000, val_acc=0.8200, start_time=2025-01-05 13:48:40, end_time=2025-01-05 13:53:42, training_time=301.62s
2025-01-05 13:53:42,226 - INFO - Task 101/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.0, lambda_l2=0.0, train_acc=1.0000, val_acc=0.8225, start_time=2025-01-05 13:48:38, end_time=2025-01-05 13:53:42, training_time=303.82s
2025-01-05 13:53:46,041 - INFO - Task 102/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.001, lambda_l2=0.0, train_acc=1.0000, val_acc=0.8250, start_time=2025-01-05 13:48:43, end_time=2025-01-05 13:53:45, training_time=302.32s
2025-01-05 13:53:46,501 - INFO - Task 103/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.001, lambda_l2=0.001, train_acc=1.0000, val_acc=0.8225, start_time=2025-01-05 13:48:43, end_time=2025-01-05 13:53:46, training_time=302.67s
2025-01-05 13:53:46,602 - INFO - Task 104/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.001, lambda_l2=0.01, train_acc=1.0000, val_acc=0.8200, start_time=2025-01-05 13:48:43, end_time=2025-01-05 13:53:46, training_time=302.73s
2025-01-05 13:53:46,694 - INFO - Task 105/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.0, lambda_l2=0.01, train_acc=1.0000, val_acc=0.8225, start_time=2025-01-05 13:48:43, end_time=2025-01-05 13:53:46, training_time=303.42s
2025-01-05 13:53:47,262 - INFO - Task 106/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.01, lambda_l2=0.001, train_acc=1.0000, val_acc=0.8225, start_time=2025-01-05 13:48:45, end_time=2025-01-05 13:53:47, training_time=302.11s
2025-01-05 13:53:47,551 - INFO - Task 107/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.01, lambda_l2=0.01, train_acc=1.0000, val_acc=0.8225, start_time=2025-01-05 13:48:45, end_time=2025-01-05 13:53:47, training_time=301.48s
2025-01-05 13:53:47,556 - INFO - Task 108/108 completed with: n_estimators=50, learning_rate=0.1, max_depth=9, lambda_l1=0.01, lambda_l2=0.0, train_acc=1.0000, val_acc=0.8225, start_time=2025-01-05 13:48:44, end_time=2025-01-05 13:53:47, training_time=302.65s
2025-01-05 13:55:55,176 - INFO - Hyperparameter tuning completed.
2025-01-05 13:55:55,177 - INFO - Best parameters: {'n_estimators': 50, 'learning_rate': 0.1, 'max_depth': 7, 'lambda_l1': 0.01, 'lambda_l2': 0.01}, Best Validation Accuracy: 0.8625
