2025-01-05 11:17:14,805 - INFO - Using 16 workers for hyperparameter tuning
2025-01-05 11:17:14,902 - INFO - Total tasks to complete: 180
2025-01-05 11:17:34,356 - INFO - Task 1/180 completed with: n_estimators=10, max_depth=3, min_samples_split=2, min_samples_leaf=2, train_acc=0.7900, val_acc=0.7250, start_time=2025-01-05 11:17:15, end_time=2025-01-05 11:17:34, training_time=19.16s
2025-01-05 11:26:30,411 - INFO - Task 107/180 completed with: n_estimators=30, max_depth=None, min_samples_split=5, min_samples_leaf=2, train_acc=0.9906, val_acc=0.8850, start_time=2025-01-05 11:23:20, end_time=2025-01-05 11:26:30, training_time=189.95s
2025-01-05 11:26:34,155 - INFO - Task 108/180 completed with: n_estimators=30, max_depth=None, min_samples_split=5, min_samples_leaf=1, train_acc=0.9994, val_acc=0.8750, start_time=2025-01-05 11:23:16, end_time=2025-01-05 11:26:34, training_time=197.44s
2025-01-05 11:26:37,863 - INFO - Task 109/180 completed with: n_estimators=40, max_depth=3, min_samples_split=5, min_samples_leaf=1, train_acc=0.7769, val_acc=0.7275, start_time=2025-01-05 11:24:33, end_time=2025-01-05 11:26:37, training_time=124.54s
2025-01-05 11:26:39,112 - INFO - Task 110/180 completed with: n_estimators=30, max_depth=None, min_samples_split=10, min_samples_leaf=1, train_acc=0.9938, val_acc=0.8750, start_time=2025-01-05 11:23:24, end_time=2025-01-05 11:26:39, training_time=194.73s
2025-01-05 11:26:45,022 - INFO - Task 111/180 completed with: n_estimators=40, max_depth=3, min_samples_split=5, min_samples_leaf=2, train_acc=0.7769, val_acc=0.7275, start_time=2025-01-05 11:24:40, end_time=2025-01-05 11:26:44, training_time=124.03s
2025-01-05 11:27:16,171 - INFO - Task 112/180 completed with: n_estimators=30, max_depth=None, min_samples_split=10, min_samples_leaf=4, train_acc=0.9681, val_acc=0.8850, start_time=2025-01-05 11:24:01, end_time=2025-01-05 11:27:16, training_time=194.15s
2025-01-05 11:27:22,833 - INFO - Task 113/180 completed with: n_estimators=30, max_depth=None, min_samples_split=10, min_samples_leaf=2, train_acc=0.9856, val_acc=0.8825, start_time=2025-01-05 11:23:55, end_time=2025-01-05 11:27:22, training_time=207.10s
2025-01-05 11:27:52,242 - INFO - Task 114/180 completed with: n_estimators=40, max_depth=3, min_samples_split=5, min_samples_leaf=4, train_acc=0.7769, val_acc=0.7275, start_time=2025-01-05 11:25:42, end_time=2025-01-05 11:27:52, training_time=129.31s
2025-01-05 11:27:54,402 - INFO - Task 115/180 completed with: n_estimators=40, max_depth=3, min_samples_split=10, min_samples_leaf=1, train_acc=0.7769, val_acc=0.7275, start_time=2025-01-05 11:25:45, end_time=2025-01-05 11:27:54, training_time=128.99s
2025-01-05 11:28:02,383 - INFO - Task 116/180 completed with: n_estimators=40, max_depth=3, min_samples_split=10, min_samples_leaf=2, train_acc=0.7769, val_acc=0.7275, start_time=2025-01-05 11:25:54, end_time=2025-01-05 11:28:02, training_time=127.92s
2025-01-05 11:28:03,846 - INFO - Task 117/180 completed with: n_estimators=40, max_depth=3, min_samples_split=10, min_samples_leaf=4, train_acc=0.7769, val_acc=0.7275, start_time=2025-01-05 11:25:55, end_time=2025-01-05 11:28:03, training_time=128.41s
2025-01-05 11:28:59,817 - INFO - Task 118/180 completed with: n_estimators=40, max_depth=5, min_samples_split=2, min_samples_leaf=1, train_acc=0.9125, val_acc=0.8250, start_time=2025-01-05 11:26:01, end_time=2025-01-05 11:28:59, training_time=178.01s
2025-01-05 11:29:03,021 - INFO - Task 119/180 completed with: n_estimators=40, max_depth=5, min_samples_split=2, min_samples_leaf=2, train_acc=0.9125, val_acc=0.8300, start_time=2025-01-05 11:26:08, end_time=2025-01-05 11:29:02, training_time=174.08s
2025-01-05 11:29:03,880 - INFO - Task 120/180 completed with: n_estimators=40, max_depth=5, min_samples_split=2, min_samples_leaf=4, train_acc=0.9125, val_acc=0.8300, start_time=2025-01-05 11:26:11, end_time=2025-01-05 11:29:03, training_time=172.55s
2025-01-05 11:29:05,503 - INFO - Task 121/180 completed with: n_estimators=40, max_depth=5, min_samples_split=5, min_samples_leaf=1, train_acc=0.9125, val_acc=0.8275, start_time=2025-01-05 11:26:13, end_time=2025-01-05 11:29:05, training_time=171.74s
2025-01-05 11:29:08,700 - INFO - Task 122/180 completed with: n_estimators=40, max_depth=5, min_samples_split=5, min_samples_leaf=2, train_acc=0.9125, val_acc=0.8300, start_time=2025-01-05 11:26:27, end_time=2025-01-05 11:29:08, training_time=161.10s
2025-01-05 11:29:10,003 - INFO - Task 123/180 completed with: n_estimators=40, max_depth=5, min_samples_split=5, min_samples_leaf=4, train_acc=0.9125, val_acc=0.8300, start_time=2025-01-05 11:26:30, end_time=2025-01-05 11:29:09, training_time=159.48s
2025-01-05 11:29:14,705 - INFO - Task 124/180 completed with: n_estimators=40, max_depth=5, min_samples_split=10, min_samples_leaf=1, train_acc=0.9119, val_acc=0.8275, start_time=2025-01-05 11:26:34, end_time=2025-01-05 11:29:14, training_time=160.44s
2025-01-05 11:29:18,742 - INFO - Task 125/180 completed with: n_estimators=40, max_depth=5, min_samples_split=10, min_samples_leaf=4, train_acc=0.9125, val_acc=0.8300, start_time=2025-01-05 11:26:39, end_time=2025-01-05 11:29:18, training_time=159.53s
2025-01-05 11:29:19,930 - INFO - Task 126/180 completed with: n_estimators=40, max_depth=5, min_samples_split=10, min_samples_leaf=2, train_acc=0.9125, val_acc=0.8300, start_time=2025-01-05 11:26:37, end_time=2025-01-05 11:29:19, training_time=161.95s
2025-01-05 11:30:04,943 - INFO - Task 127/180 completed with: n_estimators=40, max_depth=7, min_samples_split=2, min_samples_leaf=1, train_acc=0.9750, val_acc=0.8800, start_time=2025-01-05 11:26:45, end_time=2025-01-05 11:30:04, training_time=199.80s
2025-01-05 11:30:14,037 - INFO - Task 128/180 completed with: n_estimators=40, max_depth=7, min_samples_split=2, min_samples_leaf=4, train_acc=0.9587, val_acc=0.8800, start_time=2025-01-05 11:27:22, end_time=2025-01-05 11:30:13, training_time=171.08s
2025-01-05 11:30:15,032 - INFO - Task 129/180 completed with: n_estimators=40, max_depth=7, min_samples_split=2, min_samples_leaf=2, train_acc=0.9688, val_acc=0.8900, start_time=2025-01-05 11:27:16, end_time=2025-01-05 11:30:14, training_time=178.74s
2025-01-05 11:30:37,020 - INFO - Task 130/180 completed with: n_estimators=40, max_depth=7, min_samples_split=5, min_samples_leaf=1, train_acc=0.9731, val_acc=0.8825, start_time=2025-01-05 11:27:52, end_time=2025-01-05 11:30:36, training_time=164.63s
2025-01-05 11:30:37,728 - INFO - Task 131/180 completed with: n_estimators=40, max_depth=7, min_samples_split=5, min_samples_leaf=2, train_acc=0.9681, val_acc=0.8900, start_time=2025-01-05 11:27:54, end_time=2025-01-05 11:30:37, training_time=163.19s
2025-01-05 11:30:40,472 - INFO - Task 132/180 completed with: n_estimators=40, max_depth=7, min_samples_split=5, min_samples_leaf=4, train_acc=0.9587, val_acc=0.8800, start_time=2025-01-05 11:28:02, end_time=2025-01-05 11:30:40, training_time=157.97s
2025-01-05 11:30:49,203 - INFO - Task 133/180 completed with: n_estimators=40, max_depth=7, min_samples_split=10, min_samples_leaf=1, train_acc=0.9719, val_acc=0.8800, start_time=2025-01-05 11:28:03, end_time=2025-01-05 11:30:49, training_time=165.22s
2025-01-05 11:31:47,359 - INFO - Task 134/180 completed with: n_estimators=40, max_depth=7, min_samples_split=10, min_samples_leaf=4, train_acc=0.9587, val_acc=0.8800, start_time=2025-01-05 11:29:03, end_time=2025-01-05 11:31:47, training_time=164.23s
2025-01-05 11:31:50,323 - INFO - Task 135/180 completed with: n_estimators=40, max_depth=7, min_samples_split=10, min_samples_leaf=2, train_acc=0.9663, val_acc=0.8900, start_time=2025-01-05 11:28:59, end_time=2025-01-05 11:31:50, training_time=170.38s
2025-01-05 11:32:02,842 - INFO - Task 136/180 completed with: n_estimators=50, max_depth=3, min_samples_split=2, min_samples_leaf=1, train_acc=0.7762, val_acc=0.7275, start_time=2025-01-05 11:30:15, end_time=2025-01-05 11:32:02, training_time=107.71s
2025-01-05 11:32:03,799 - INFO - Task 137/180 completed with: n_estimators=40, max_depth=None, min_samples_split=2, min_samples_leaf=4, train_acc=0.9675, val_acc=0.8775, start_time=2025-01-05 11:29:08, end_time=2025-01-05 11:32:03, training_time=174.97s
2025-01-05 11:32:12,411 - INFO - Task 138/180 completed with: n_estimators=40, max_depth=None, min_samples_split=5, min_samples_leaf=4, train_acc=0.9675, val_acc=0.8775, start_time=2025-01-05 11:29:18, end_time=2025-01-05 11:32:12, training_time=173.55s
2025-01-05 11:32:16,075 - INFO - Task 139/180 completed with: n_estimators=40, max_depth=None, min_samples_split=2, min_samples_leaf=2, train_acc=0.9869, val_acc=0.8900, start_time=2025-01-05 11:29:05, end_time=2025-01-05 11:32:15, training_time=190.44s
2025-01-05 11:32:24,204 - INFO - Task 140/180 completed with: n_estimators=50, max_depth=3, min_samples_split=2, min_samples_leaf=2, train_acc=0.7762, val_acc=0.7275, start_time=2025-01-05 11:30:37, end_time=2025-01-05 11:32:24, training_time=107.08s
2025-01-05 11:32:24,866 - INFO - Task 141/180 completed with: n_estimators=50, max_depth=3, min_samples_split=2, min_samples_leaf=4, train_acc=0.7762, val_acc=0.7275, start_time=2025-01-05 11:30:37, end_time=2025-01-05 11:32:24, training_time=107.05s
2025-01-05 11:32:26,842 - INFO - Task 142/180 completed with: n_estimators=40, max_depth=None, min_samples_split=2, min_samples_leaf=1, train_acc=1.0000, val_acc=0.8750, start_time=2025-01-05 11:29:03, end_time=2025-01-05 11:32:26, training_time=202.82s
2025-01-05 11:32:27,607 - INFO - Task 143/180 completed with: n_estimators=40, max_depth=None, min_samples_split=5, min_samples_leaf=2, train_acc=0.9869, val_acc=0.8900, start_time=2025-01-05 11:29:14, end_time=2025-01-05 11:32:27, training_time=192.78s
2025-01-05 11:32:28,300 - INFO - Task 144/180 completed with: n_estimators=50, max_depth=3, min_samples_split=5, min_samples_leaf=1, train_acc=0.7762, val_acc=0.7275, start_time=2025-01-05 11:30:40, end_time=2025-01-05 11:32:28, training_time=107.73s
2025-01-05 11:32:32,579 - INFO - Task 145/180 completed with: n_estimators=40, max_depth=None, min_samples_split=5, min_samples_leaf=1, train_acc=0.9994, val_acc=0.8775, start_time=2025-01-05 11:29:10, end_time=2025-01-05 11:32:32, training_time=202.43s
2025-01-05 11:32:36,111 - INFO - Task 146/180 completed with: n_estimators=50, max_depth=3, min_samples_split=5, min_samples_leaf=2, train_acc=0.7762, val_acc=0.7275, start_time=2025-01-05 11:30:49, end_time=2025-01-05 11:32:36, training_time=106.80s
2025-01-05 11:32:38,688 - INFO - Task 147/180 completed with: n_estimators=40, max_depth=None, min_samples_split=10, min_samples_leaf=1, train_acc=0.9925, val_acc=0.8775, start_time=2025-01-05 11:29:19, end_time=2025-01-05 11:32:38, training_time=198.63s
2025-01-05 11:34:17,691 - INFO - Task 148/180 completed with: n_estimators=40, max_depth=None, min_samples_split=10, min_samples_leaf=4, train_acc=0.9656, val_acc=0.8775, start_time=2025-01-05 11:30:14, end_time=2025-01-05 11:34:17, training_time=243.29s
2025-01-05 11:34:43,258 - INFO - Task 149/180 completed with: n_estimators=40, max_depth=None, min_samples_split=10, min_samples_leaf=2, train_acc=0.9806, val_acc=0.8900, start_time=2025-01-05 11:30:04, end_time=2025-01-05 11:34:43, training_time=278.18s
2025-01-05 11:34:51,481 - INFO - Task 150/180 completed with: n_estimators=50, max_depth=3, min_samples_split=5, min_samples_leaf=4, train_acc=0.7762, val_acc=0.7275, start_time=2025-01-05 11:31:47, end_time=2025-01-05 11:34:51, training_time=184.03s
2025-01-05 11:34:55,073 - INFO - Task 151/180 completed with: n_estimators=50, max_depth=3, min_samples_split=10, min_samples_leaf=1, train_acc=0.7762, val_acc=0.7275, start_time=2025-01-05 11:31:50, end_time=2025-01-05 11:34:54, training_time=184.65s
2025-01-05 11:35:07,658 - INFO - Task 152/180 completed with: n_estimators=50, max_depth=3, min_samples_split=10, min_samples_leaf=2, train_acc=0.7762, val_acc=0.7275, start_time=2025-01-05 11:32:02, end_time=2025-01-05 11:35:07, training_time=184.72s
2025-01-05 11:35:07,881 - INFO - Task 153/180 completed with: n_estimators=50, max_depth=3, min_samples_split=10, min_samples_leaf=4, train_acc=0.7762, val_acc=0.7275, start_time=2025-01-05 11:32:03, end_time=2025-01-05 11:35:07, training_time=184.00s
2025-01-05 11:36:14,583 - INFO - Task 154/180 completed with: n_estimators=50, max_depth=5, min_samples_split=2, min_samples_leaf=1, train_acc=0.9137, val_acc=0.8350, start_time=2025-01-05 11:32:12, end_time=2025-01-05 11:36:14, training_time=242.04s
2025-01-05 11:36:18,793 - INFO - Task 155/180 completed with: n_estimators=50, max_depth=5, min_samples_split=2, min_samples_leaf=2, train_acc=0.9131, val_acc=0.8375, start_time=2025-01-05 11:32:16, end_time=2025-01-05 11:36:18, training_time=242.61s
2025-01-05 11:36:25,334 - INFO - Task 156/180 completed with: n_estimators=50, max_depth=5, min_samples_split=2, min_samples_leaf=4, train_acc=0.9119, val_acc=0.8325, start_time=2025-01-05 11:32:24, end_time=2025-01-05 11:36:25, training_time=241.01s
2025-01-05 11:36:26,871 - INFO - Task 157/180 completed with: n_estimators=50, max_depth=5, min_samples_split=5, min_samples_leaf=1, train_acc=0.9137, val_acc=0.8375, start_time=2025-01-05 11:32:24, end_time=2025-01-05 11:36:26, training_time=241.88s
2025-01-05 11:36:28,675 - INFO - Task 158/180 completed with: n_estimators=50, max_depth=5, min_samples_split=5, min_samples_leaf=4, train_acc=0.9119, val_acc=0.8325, start_time=2025-01-05 11:32:27, end_time=2025-01-05 11:36:28, training_time=240.95s
2025-01-05 11:36:28,782 - INFO - Task 159/180 completed with: n_estimators=50, max_depth=5, min_samples_split=5, min_samples_leaf=2, train_acc=0.9131, val_acc=0.8375, start_time=2025-01-05 11:32:26, end_time=2025-01-05 11:36:28, training_time=241.80s
2025-01-05 11:36:30,140 - INFO - Task 160/180 completed with: n_estimators=50, max_depth=5, min_samples_split=10, min_samples_leaf=1, train_acc=0.9137, val_acc=0.8375, start_time=2025-01-05 11:32:28, end_time=2025-01-05 11:36:30, training_time=241.71s
2025-01-05 11:36:33,784 - INFO - Task 161/180 completed with: n_estimators=50, max_depth=5, min_samples_split=10, min_samples_leaf=2, train_acc=0.9131, val_acc=0.8375, start_time=2025-01-05 11:32:32, end_time=2025-01-05 11:36:33, training_time=241.08s
2025-01-05 11:36:36,181 - INFO - Task 162/180 completed with: n_estimators=50, max_depth=5, min_samples_split=10, min_samples_leaf=4, train_acc=0.9119, val_acc=0.8325, start_time=2025-01-05 11:32:36, end_time=2025-01-05 11:36:36, training_time=239.95s
2025-01-05 11:37:51,783 - INFO - Task 163/180 completed with: n_estimators=50, max_depth=7, min_samples_split=2, min_samples_leaf=1, train_acc=0.9775, val_acc=0.8775, start_time=2025-01-05 11:32:38, end_time=2025-01-05 11:37:51, training_time=312.75s
2025-01-05 11:38:25,448 - INFO - Task 164/180 completed with: n_estimators=50, max_depth=7, min_samples_split=2, min_samples_leaf=4, train_acc=0.9600, val_acc=0.8850, start_time=2025-01-05 11:34:43, end_time=2025-01-05 11:38:25, training_time=222.07s
2025-01-05 11:38:27,626 - INFO - Task 165/180 completed with: n_estimators=50, max_depth=7, min_samples_split=2, min_samples_leaf=2, train_acc=0.9712, val_acc=0.8825, start_time=2025-01-05 11:34:17, end_time=2025-01-05 11:38:27, training_time=249.72s
2025-01-05 11:38:42,208 - INFO - Task 166/180 completed with: n_estimators=50, max_depth=7, min_samples_split=5, min_samples_leaf=1, train_acc=0.9750, val_acc=0.8725, start_time=2025-01-05 11:34:51, end_time=2025-01-05 11:38:42, training_time=230.56s
2025-01-05 11:38:42,714 - INFO - Task 167/180 completed with: n_estimators=50, max_depth=7, min_samples_split=5, min_samples_leaf=2, train_acc=0.9706, val_acc=0.8825, start_time=2025-01-05 11:34:55, end_time=2025-01-05 11:38:42, training_time=227.53s
2025-01-05 11:38:49,574 - INFO - Task 168/180 completed with: n_estimators=50, max_depth=7, min_samples_split=5, min_samples_leaf=4, train_acc=0.9600, val_acc=0.8850, start_time=2025-01-05 11:35:07, end_time=2025-01-05 11:38:49, training_time=221.79s
2025-01-05 11:38:57,220 - INFO - Task 169/180 completed with: n_estimators=50, max_depth=7, min_samples_split=10, min_samples_leaf=1, train_acc=0.9731, val_acc=0.8725, start_time=2025-01-05 11:35:07, end_time=2025-01-05 11:38:57, training_time=229.21s
2025-01-05 11:39:43,092 - INFO - Task 170/180 completed with: n_estimators=50, max_depth=7, min_samples_split=10, min_samples_leaf=4, train_acc=0.9600, val_acc=0.8850, start_time=2025-01-05 11:36:18, end_time=2025-01-05 11:39:43, training_time=204.21s
2025-01-05 11:39:47,579 - INFO - Task 171/180 completed with: n_estimators=50, max_depth=7, min_samples_split=10, min_samples_leaf=2, train_acc=0.9694, val_acc=0.8825, start_time=2025-01-05 11:36:14, end_time=2025-01-05 11:39:47, training_time=212.87s
2025-01-05 11:40:00,188 - INFO - Task 172/180 completed with: n_estimators=50, max_depth=None, min_samples_split=2, min_samples_leaf=4, train_acc=0.9675, val_acc=0.8800, start_time=2025-01-05 11:36:28, end_time=2025-01-05 11:40:00, training_time=211.39s
2025-01-05 11:40:03,509 - INFO - Task 173/180 completed with: n_estimators=50, max_depth=None, min_samples_split=5, min_samples_leaf=4, train_acc=0.9675, val_acc=0.8800, start_time=2025-01-05 11:36:33, end_time=2025-01-05 11:40:03, training_time=209.60s
2025-01-05 11:40:12,908 - INFO - Task 174/180 completed with: n_estimators=50, max_depth=None, min_samples_split=2, min_samples_leaf=2, train_acc=0.9906, val_acc=0.8875, start_time=2025-01-05 11:36:26, end_time=2025-01-05 11:40:12, training_time=225.94s
2025-01-05 11:40:15,464 - INFO - Task 175/180 completed with: n_estimators=50, max_depth=None, min_samples_split=5, min_samples_leaf=2, train_acc=0.9900, val_acc=0.8875, start_time=2025-01-05 11:36:30, end_time=2025-01-05 11:40:15, training_time=225.23s
2025-01-05 11:40:18,484 - INFO - Task 176/180 completed with: n_estimators=50, max_depth=None, min_samples_split=5, min_samples_leaf=1, train_acc=0.9988, val_acc=0.8825, start_time=2025-01-05 11:36:28, end_time=2025-01-05 11:40:18, training_time=229.61s
2025-01-05 11:40:19,493 - INFO - Task 177/180 completed with: n_estimators=50, max_depth=None, min_samples_split=2, min_samples_leaf=1, train_acc=1.0000, val_acc=0.8825, start_time=2025-01-05 11:36:25, end_time=2025-01-05 11:40:19, training_time=234.07s
2025-01-05 11:40:21,302 - INFO - Task 178/180 completed with: n_estimators=50, max_depth=None, min_samples_split=10, min_samples_leaf=1, train_acc=0.9950, val_acc=0.8775, start_time=2025-01-05 11:36:36, end_time=2025-01-05 11:40:21, training_time=224.99s
2025-01-05 11:41:31,430 - INFO - Task 179/180 completed with: n_estimators=50, max_depth=None, min_samples_split=10, min_samples_leaf=2, train_acc=0.9856, val_acc=0.8850, start_time=2025-01-05 11:37:51, end_time=2025-01-05 11:41:31, training_time=219.47s
2025-01-05 11:41:35,588 - INFO - Task 180/180 completed with: n_estimators=50, max_depth=None, min_samples_split=10, min_samples_leaf=4, train_acc=0.9669, val_acc=0.8800, start_time=2025-01-05 11:38:25, end_time=2025-01-05 11:41:35, training_time=189.94s
2025-01-05 11:42:19,557 - INFO - Hyperparameter tuning completed.
2025-01-05 11:42:19,558 - INFO - Best parameters: {'n_estimators': 20, 'max_depth': 7, 'min_samples_split': 2, 'min_samples_leaf': 2}, Best Validation Accuracy: 0.8950
